Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
RICHFIELDWI.GOV,City,Non-Federal Agency,Hubertus,WI,43.23666907,-88.2211985
RICHLANDMS.GOV,City,Non-Federal Agency,Richland,MS,32.23903748,-90.1584161
RICHLANDS-VA.GOV,City,Non-Federal Agency,Richlands,VA,37.09316623,-81.79372586
RICHLANDSNC.GOV,City,Non-Federal Agency,Richlands,NC,34.89932741,-77.54662924
RICHMONDHILL-GA.GOV,City,Non-Federal Agency,Richmond Hill ,GA,31.93826617,-81.30343587
RICHMONDINDIANA.GOV,City,Non-Federal Agency,Richmond,IN,39.82893697,-84.89023858
RICHMONDTX.GOV,City,Non-Federal Agency,RICHMOND,TX,29.58217624,-95.76077895
RICHMONDVT.GOV,City,Non-Federal Agency,Richmond,VT,44.40532787,-72.99289833
RICHWOODTX.GOV,City,Non-Federal Agency,Richwood,TX,29.05607843,-95.40993609
RICHWOODWV.GOV,City,Non-Federal Agency,Richwood,WV,38.22483831,-80.53313572
RIDGECREST-CA.GOV,City,Non-Federal Agency,Ridgecrest,CA,35.62245824,-117.6708962
RIDGEFIELDNJ.GOV,City,Non-Federal Agency,Ridgefield,NJ,40.83426926,-74.00874618
RIDGELANDSC.GOV,City,Non-Federal Agency,Ridgeland,SC,32.48073803,-80.98038703
RIORANCHONM.GOV,City,Non-Federal Agency,Rio Rancho,NM,35.23337777,-106.6644679
RIVERDALEGA.GOV,City,Non-Federal Agency,Riverdale,GA,33.57260664,-84.41325841
RIVERDALENJ.GOV,City,Non-Federal Agency,Riverdale,NJ,40.99398708,-74.30347903
RIVERDALEPARKMD.GOV,City,Non-Federal Agency,Riverdale,MD,39.09927722,-76.53579844
RIVERSIDECA.GOV,City,Non-Federal Agency,Riverside,CA,33.95334935,-117.3961596
RIVERTONWY.GOV,City,Non-Federal Agency,Riverton,WY,43.02495836,-108.3800981
ROAMINGSHORESOH.GOV,City,Non-Federal Agency,Roaming Shores,OH,41.64310848,-80.82341846
ROANOKEVA.GOV,City,Non-Federal Agency,Roanoke,VA,37.27096796,-79.94142923
ROBINSONPA.GOV,City,Non-Federal Agency,McDonald,PA,40.37089587,-80.2347762
ROCHELLEPARKNJ.GOV,City,Non-Federal Agency,Rochelle Park,NJ,40.90731577,-74.07513779
ROCHESTERMN.GOV,City,Non-Federal Agency,Rochester,MN,44.02162892,-92.46989698
ROCKFORD-IL.GOV,City,Non-Federal Agency,Rockford,IL,42.27112675,-89.09399955
ROCKFORDIL.GOV,City,Non-Federal Agency,Rockford,IL,42.27112675,-89.09399955
ROCKHALLMD.GOV,City,Non-Federal Agency,Rock Hall,MD,39.13816726,-76.23494613
ROCKLAND-MA.GOV,City,Non-Federal Agency,Rockland,MA,42.13065822,-70.91615711
ROCKLANDMAINE.GOV,City,Non-Federal Agency,Rockland,ME,44.10368813,-69.10892848
ROCKMART-GA.GOV,City,Non-Federal Agency,Rockmart,GA,34.00259748,-85.04160965
ROCKPORTMA.GOV,City,Non-Federal Agency,Rockport,MA,42.65564913,-70.62031736
ROCKPORTMAINE.GOV,City,Non-Federal Agency,Rockport,ME,44.18451896,-69.07614889
ROCKVILLE-IN.GOV,City,Non-Federal Agency,Rockville,IN,39.76253636,-87.22917603
ROCKVILLEMD.GOV,City,Non-Federal Agency,Rockville,MD,39.08399657,-77.15275669
ROCKWELLNC.GOV,City,Non-Federal Agency,Rockwell,NC,35.55124756,-80.40644946
ROCKYHILL-NJ.GOV,City,Non-Federal Agency,Rocky Hill,NJ,40.39982831,-74.63431667
ROCKYHILLCT.GOV,City,Non-Federal Agency,Rocky Hill,CT,41.66481905,-72.63925671
ROCKYMOUNTNC.GOV,City,Non-Federal Agency,Rocky Mount,NC,35.93820872,-77.7905256
ROGERSAR.GOV,City,Non-Federal Agency,Rogers,AR,36.33201828,-94.11853718
ROGERSMN.GOV,City,Non-Federal Agency,Rogers,MN,45.18884784,-93.55300937
ROLESVILLENC.GOV,City,Non-Federal Agency,Rolesville,NC,35.92320705,-78.45749691
ROLLINGHILLSESTATES-CA.GOV,City,Non-Federal Agency,Rolling Hills Estates,CA,33.78778655,-118.3581292
ROLLINGHILLSESTATESCA.GOV,City,Non-Federal Agency,Rolling Hills Estates,CA,33.78778655,-118.3581292
ROME-NY.GOV,City,Non-Federal Agency,Rome,NY,43.21284819,-75.45572778
ROMI.GOV,City,Non-Federal Agency,Royal Oak,MI,42.48947888,-83.14464998
ROSEHILLACRESTX.GOV,City,Non-Federal Agency,Rose Hill Acres,TX,30.19826607,-94.19490891
ROSENBERGTX.GOV,City,Non-Federal Agency,Rosenberg,TX,29.55717646,-95.80855571
ROSEVILLE-MI.GOV,City,Non-Federal Agency,Roseville,MI,42.49725869,-82.9371374
ROSLYNNY.GOV,City,Non-Federal Agency,Roslyn,NY,40.79981581,-73.65095593
ROSWELL-NM.GOV,City,Non-Federal Agency,Roswell,NM,33.39426947,-104.5230179
ROUNDROCKTEXAS.GOV,City,Non-Federal Agency,Round Rock,TX,30.50825706,-97.67889574
ROWE-MA.GOV,City,Non-Federal Agency,Rowe,MA,42.69341878,-72.89953611
ROWLETTTX.GOV,City,Non-Federal Agency,Rowlett,TX,32.90289957,-96.56387669
ROYALOAKMI.GOV,City,Non-Federal Agency,Royal Oak,MI,42.48947888,-83.14464998
ROYALSTON-MA.GOV,City,Non-Federal Agency,Royalston,MA,42.67758918,-72.18785676
RPVCA.GOV,City,Non-Federal Agency,Rancho Palos Verdes,CA,33.74445989,-118.3870166
RRNM.GOV,City,Non-Federal Agency,Rio Rancho,NM,35.23337777,-106.6644679
RUIDOSO-NM.GOV,City,Non-Federal Agency,Ruidoso,NM,33.33174751,-105.6730394
RUMSONNJ.GOV,City,Non-Federal Agency,Rumson,NJ,40.37204777,-73.99902704
RUSSELLSPOINT-OH.GOV,City,Non-Federal Agency,Russells Point,OH,40.47115598,-83.8927176
RYENY.GOV,City,Non-Federal Agency,Rye,NY,40.98064577,-73.68373552
SACKETSHARBOR-NY.GOV,City,Non-Federal Agency,Sackets Harbor,NY,43.94616611,-76.11908592
SADDLEBROOKNJ.GOV,City,Non-Federal Agency,Saddlebrook,NJ,40.89898701,-74.09263674
SADDLEROCKNY.GOV,City,Non-Federal Agency,SADDLE ROCK,NY,40.79426781,-73.74846678
SAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ,32.83394769,-109.7075793
SAGHARBORNY.GOV,City,Non-Federal Agency,Sag Harbor,NY,40.99787924,-72.29257597
SAHUARITAAZ.GOV,City,Non-Federal Agency,Sahuarita,AZ,31.95757845,-110.9556471
SAINTPETERMN.GOV,City,Non-Federal Agency,Saint Peter,MN,44.32357912,-93.95800943
SALADOTX.GOV,City,Non-Federal Agency,Salado,TX,30.94712562,-97.53861619
SALEMCT.GOV,City,Non-Federal Agency,Salem,CT,41.49037853,-72.275356
SALEMVA.GOV,City,Non-Federal Agency,Salem,VA,37.29346596,-80.05475617
SALISBURYMA.GOV,City,Non-Federal Agency,Salisbury,MA,42.84175712,-70.86060954
SALISBURYNC.GOV,City,Non-Federal Agency,Salisbury,NC,35.67096844,-80.47422695
SAMMAMISHWA.GOV,City,Non-Federal Agency,Sammamish,WA,47.64176917,-122.0803969
SANANTONIO.GOV,City,Non-Federal Agency,San Antonio,TX,29.42411877,-98.49362945
SANDIEGO.GOV,City,Non-Federal Agency,San Diego,CA,32.71532921,-117.1572578
SANDYSPRINGSGA.GOV,City,Non-Federal Agency,Sandy Springs,GA,33.92426843,-84.37853949
SANFORDFL.GOV,City,Non-Federal Agency,Sanford,FL,28.8005461,-81.27311756
SANJOSECA.GOV,City,Non-Federal Agency,San Jose,CA,37.33938888,-121.8949594
SANMARCOSTEXAS.GOV,City,Non-Federal Agency,San Marcos,TX,29.88326702,-97.94138895
SANMARCOSTX.GOV,City,Non-Federal Agency,San Marcos,TX,29.88326702,-97.94138895
SANMARINOCA.GOV,City,Non-Federal Agency,San Marino,CA,34.12139594,-118.1064575
SANNET.GOV,City,Non-Federal Agency,San Diego,CA,32.71532921,-117.1572578
SANPABLOCA.GOV,City,Non-Federal Agency,San Pablo,CA,37.96214712,-122.3455269
SANTABARBARACA.GOV,City,Non-Federal Agency,Santa Barbara,CA,34.42082637,-119.6981868
SANTACLARACA.GOV,City,Non-Federal Agency,Santa Clara,CA,37.35410708,-121.955236
SANTACLARITACA.GOV,City,Non-Federal Agency,Santa Clarita,CA,34.39165996,-118.5425858
SANTAFENM.GOV,City,Non-Federal Agency,Santa Fe,NM,35.68697802,-105.9377959
SANTAMONICACA.GOV,City,Non-Federal Agency,Santa Monica,CA,34.01944849,-118.4911869
SARANACLAKENY.GOV,City,Non-Federal Agency,Saranac Lake,NY,44.3294961,-74.13126581
SARASOTAFL.GOV,City,Non-Federal Agency,Sarasota,FL,27.33642553,-82.53064797
SARDISCITYAL.GOV,City,Non-Federal Agency,SARDIS CITY,AL,34.17425725,-86.12274671
SAUGERTIESNY.GOV,City,Non-Federal Agency,Saugerties,NY,42.07758993,-73.95290614
SAUGUS-MA.GOV,City,Non-Federal Agency,Saugus,MA,42.46481656,-71.01004578
SAULTSTEMARIE-MI.GOV,City,Non-Federal Agency,Sault Ste Marie,MI,46.50836925,-84.36073907
SAVANNA-IL.GOV,City,Non-Federal Agency,Savanna,IL,42.09446793,-90.15678724
SAVANNAHGA.GOV,City,Non-Federal Agency,Savannah,GA,32.08353578,-81.09982893
SBMTD.GOV,City,Non-Federal Agency,Santa Barbara,CA,34.42082637,-119.6981868
SCHENECTADYNY.GOV,City,Non-Federal Agency,Schenectady,NY,42.81423756,-73.93956932
SCHERTZ-TX.GOV,City,Non-Federal Agency,Schertz,TX,29.55216841,-98.26972931
SCIENCEHILL-KY.GOV,City,Non-Federal Agency,Science Hill,KY,37.17701629,-84.63577716
SCITUATEMA.GOV,City,Non-Federal Agency,Scituate,MA,42.19592943,-70.725869
SCOTCHPLAINSNJ.GOV,City,Non-Federal Agency,SCOTCH PLAINS,NJ,40.65537863,-74.38986686
SCOTTSDALEAZ.GOV,City,Non-Federal Agency,Scottsdale,AZ,33.50920727,-111.8990289
SCRANTONPA.GOV,City,Non-Federal Agency,Scranton,PA,41.40896726,-75.66240794
SEABROOKTX.GOV,City,Non-Federal Agency,Seabrook,TX,29.56411935,-95.0254767
SEACLIFF-NY.GOV,City,Non-Federal Agency,Sea Cliff,NY,40.84898745,-73.64484997
SEALBEACHCA.GOV,City,Non-Federal Agency,Seal Beach,CA,33.73905587,-118.1065385
SEARANCHLAKESFLORIDA.GOV,City,Non-Federal Agency,Sea Ranch Lakes,FL,26.20257564,-80.0939297
SEATPLEASANTMD.GOV,City,Non-Federal Agency,Seat Pleasant,MD,38.89621923,-76.90663753
SEATTLE.GOV,City,Non-Federal Agency,Seattle,WA,47.60620883,-122.3320686
SEBEWAINGMI.GOV,City,Non-Federal Agency,Sebewaing,MI,43.7322371,-83.45106829
SECAUCUSNJ.GOV,City,Non-Federal Agency,Secaucus,NJ,40.79671559,-74.05531705
SEDONAAZ.GOV,City,Non-Federal Agency,Sedona,AZ,34.86973804,-111.7609856
SEEKONK-MA.GOV,City,Non-Federal Agency,Seekonk,MA,41.80842831,-71.33699577
SEGUINTEXAS.GOV,City,Non-Federal Agency,Seguin,TX,29.56883943,-97.96472838
SELAHWA.GOV,City,Non-Federal Agency,Selah,WA,46.65401682,-120.5300685
SELLERSBURG-IN.GOV,City,Non-Federal Agency,Sellersburg,IN,38.39811793,-85.75495835
SELMA-AL.GOV,City,Non-Federal Agency,Selma,AL,32.40735854,-87.02109649
SENECASC.GOV,City,Non-Federal Agency,Seneca,SC,34.68565937,-82.95319647
SEQUIMWA.GOV,City,Non-Federal Agency,SEQUIM,WA,48.07953983,-123.1018378
SHAFTSBURYVT.GOV,City,Non-Federal Agency,Shaftsbury,VT,43.0086878,-73.19121823
SHAKOPEEMN.GOV,City,Non-Federal Agency,Shakopee,MN,44.79801702,-93.52689818
SHEBOYGANWI.GOV,City,Non-Federal Agency,Sheboygan,WI,43.75082945,-87.71452996
SHEFFIELDMA.GOV,City,Non-Federal Agency,Sheffield,MA,42.11036952,-73.35510718
SHELTERCOVE-CA.GOV,City,Non-Federal Agency,Whitethorn,CA,40.02375618,-123.9430786
SHERWOODOREGON.GOV,City,Non-Federal Agency,Sherwood,OR,45.35650746,-122.840096
SHIRLEY-MA.GOV,City,Non-Federal Agency,Shirley,MA,42.54369906,-71.64950654
SHIVELYKY.GOV,City,Non-Federal Agency,Shively,KY,38.20006801,-85.82273583
SHORELINE-WA.GOV,City,Non-Federal Agency,Shoreline,WA,47.75564957,-122.3415177
SHORELINEWA.GOV,City,Non-Federal Agency,Shoreline,WA,47.75564957,-122.3415177
SHOREVIEWMN.GOV,City,Non-Federal Agency,Shoreview,MN,45.07912958,-93.14716788
SHOWLOWAZ.GOV,City,Non-Federal Agency,Show Low,AZ,34.25420616,-110.0298272
SHREVEPORTLA.GOV,City,Non-Federal Agency,Shreveport,LA,32.52514909,-93.75017737
SHREWSBURYMA.GOV,City,Non-Federal Agency,Shrewsbury,MA,42.29592855,-71.71284742
SIERRAVISTAAZ.GOV,City,Non-Federal Agency,Sierra Vista,AZ,31.55453572,-110.3036864
SIGNALMOUNTAINTN.GOV,City,Non-Federal Agency,Signal Mountain,TN,35.1225661,-85.34384783
SILVERCITYNM.GOV,City,Non-Federal Agency,Silver City,NM,32.77007586,-108.2803285
SIMONTONTEXAS.GOV,City,Non-Federal Agency,simonton,TX,29.67939912,-95.97717825
SIMSBURY-CT.GOV,City,Non-Federal Agency,Simsbury,CT,41.87592682,-72.80120634
SIOUXFALLSSD.GOV,City,Non-Federal Agency,Sioux Falls,SD,43.54996727,-96.70032708
SISTERBAYWI.GOV,City,Non-Federal Agency,Sister Bay,WI,45.18720999,-87.12093813
SLEEPYHOLLOWNY.GOV,City,Non-Federal Agency,Sleepy Hollow,NY,41.08564845,-73.85846852
SLIPPERYROCKBOROUGHPA.GOV,City,Non-Federal Agency,Slippery Rock,PA,41.06394687,-80.05644802
SMITHFIELDRI.GOV,City,Non-Federal Agency,Smithfield,RI,41.92203873,-71.54950741
SMITHFIELDVA.GOV,City,Non-Federal Agency,Smithfield,VA,36.98236807,-76.63106848
SMITHSSTATIONAL.GOV,City,Non-Federal Agency,Smiths Station,AL,32.54013726,-85.0985476
SMITHTOWNNY.GOV,City,Non-Federal Agency,Smithtown,NY,40.85592583,-73.20066739
SMYRNAGA.GOV,City,Non-Federal Agency,Smyrna,GA,33.88398801,-84.51437793
SNOHOMISHWA.GOV,City,Non-Federal Agency,Snohomish,WA,47.91287912,-122.0981793
SNOWFLAKE-AZ.GOV,City,Non-Federal Agency,Snowflake,AZ,34.51336966,-110.0784499
SOCORRONM.GOV,City,Non-Federal Agency,Socorro,NM,34.05839703,-106.8914187
SODDY-DAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
SODDY-DAISYTN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
SODDYDAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,35.23589754,-85.19078941
SODDYDAISYTN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,35.23589754,-85.19078941
SOLWAYTOWNSHIP-MN.GOV,City,Non-Federal Agency,Cloquet,MN,46.72160983,-92.45935891
SOMERSCT.GOV,City,Non-Federal Agency,Somers,CT,41.98536611,-72.44619684
SOMERSETTX.GOV,City,Non-Federal Agency,Somerset,TX,29.22634782,-98.65779738
SOMERTONAZ.GOV,City,Non-Federal Agency,Somerton,AZ,32.59643626,-114.7096775
SOMERVILLEMA.GOV,City,Non-Federal Agency,Somerville,MA,42.38759892,-71.09949784
SOMERVILLETN.GOV,City,Non-Federal Agency,Town of Somerville,TN,35.23401671,-89.38050713
SORRENTOLA.GOV,City,Non-Federal Agency,Sorrento,LA,30.18435781,-90.8592559
SOUTHABINGTONPA.GOV,City,Non-Federal Agency,Chinchilla,PA,41.47507989,-75.67712613
SOUTHAMBOYNJ.GOV,City,Non-Federal Agency,South Amboy,NJ,40.47787838,-74.29069566
SOUTHAMPTONTOWNNY.GOV,City,Non-Federal Agency,Southampton,NY,40.88426882,-72.38952887
SOUTHBEND-WA.GOV,City,Non-Federal Agency,South Bend,WA,46.66314651,-123.8046079
SOUTHBENDIN.GOV,City,Non-Federal Agency,South Bend,IN,41.68337991,-86.25000892
SOUTHBRUNSWICKNJ.GOV,City,Non-Federal Agency,South Brunswick,NJ,40.37926963,-74.56626921
SOUTHBURLINGTONVT.GOV,City,Non-Federal Agency,South Burlington,VT,44.4669859,-73.17095653
SOUTHBURY-CT.GOV,City,Non-Federal Agency,Southbury,CT,41.48147832,-73.21316728
SOUTHEAST-NY.GOV,City,Non-Federal Agency,BREWSTER,NY,41.39731779,-73.61706944
SOUTHHADLEYMA.GOV,City,Non-Federal Agency,South Hadley,MA,42.25841988,-72.57452995
SOUTHJORDANUTAH.GOV,City,Non-Federal Agency,South Jordan,UT,40.5621694,-111.9296577
SOUTHMIAMIFL.GOV,City,Non-Federal Agency,South Miami,FL,25.70759706,-80.293379
SOUTHOLDTOWNNY.GOV,City,Non-Federal Agency,Southold,NY,41.0648198,-72.42619611
SOUTHPADRETEXAS.GOV,City,Non-Federal Agency,South Padre Island,TX,26.10368792,-97.16468587
SOUTHPASADENACA.GOV,City,Non-Federal Agency,South Pasadena,CA,34.11611791,-118.1503467
SOUTHPITTSBURG-TN.GOV,City,Non-Federal Agency,South Pittsburg,TN,35.01229889,-85.70440983
SPEEDWAYIN.GOV,City,Non-Federal Agency,Speedway,IN,39.80226783,-86.26720639
SPENCERMA.GOV,City,Non-Federal Agency,Spencer,MA,42.24397616,-71.99229962
SPERRYOK.GOV,City,Non-Federal Agency,Sperry,OK,36.29730836,-95.99138799
SPIRITLAKEID.GOV,City,Non-Federal Agency,Spirit Lake,ID,47.96628938,-116.8685274
SPRINGCITYPA.GOV,City,Non-Federal Agency,Spring City,PA,40.1767696,-75.54768612
SPRINGDALEAR.GOV,City,Non-Federal Agency,Springdale,AR,36.18673967,-94.12880977
SPRINGERVILLEAZ.GOV,City,Non-Federal Agency,Springerville,AZ,34.13337838,-109.2859173
SPRINGFIELD-MA.GOV,City,Non-Federal Agency,Springfield,MA,42.10147831,-72.5898061
SPRINGFIELD-OR.GOV,City,Non-Federal Agency,Springfield,OR,44.04623723,-123.0220283
SPRINGFIELDMA.GOV,City,Non-Federal Agency,Springfield,MA,42.10147831,-72.5898061
SPRINGFIELDMO.GOV,City,Non-Federal Agency,Springfield,MO,37.21532589,-93.29823747
SPRINGFIELDOHIO.GOV,City,Non-Federal Agency,Springfield,OH,39.92422951,-83.80881804
SPRINGHILLKS.GOV,City,Non-Federal Agency,Spring Hill,KS,38.74305733,-94.82551895
SPRINGHILLLOUISIANA.GOV,City,Non-Federal Agency,Springhill,LA,33.00596742,-93.46683751
SPRUCEPINE-NC.GOV,City,Non-Federal Agency,Spruce Pine,NC,35.91539575,-82.06455683
STAFFORDTX.GOV,City,Non-Federal Agency,stafford,TX,29.61606724,-95.55771647
STAMFORDCT.GOV,City,Non-Federal Agency,Stamford,CT,41.05342681,-73.53872689
STANHOPENJ.GOV,City,Non-Federal Agency,Stanhope,NJ,40.90287917,-74.70904604
STARNC.GOV,City,Non-Federal Agency,Star,NC,35.4020768,-79.78419968
STATECOLLEGEPA.GOV,City,Non-Federal Agency,State College,PA,40.79339938,-77.85999943
STATESBOROGA.GOV,City,Non-Federal Agency,Statesboro,GA,32.44878637,-81.7831698
STAYTONOREGON.GOV,City,Non-Federal Agency,Stayton,OR,44.80067629,-122.7945285
STCHARLESCITYMO.GOV,City,Non-Federal Agency,Saint Charles,MO,38.7839362,-90.48122645
STCHARLESIL.GOV,City,Non-Federal Agency,St. Charles,IL,41.91418693,-88.30868874
STCROIXFALLSWI.GOV,City,Non-Federal Agency,City of St. Croix Falls,WI,45.40940927,-92.63409641
STEPHENVILLETX.GOV,City,Non-Federal Agency,Stephenville,TX,32.22069711,-98.2022578
STERLING-IL.GOV,City,Non-Federal Agency,Sterling,IL,41.78863907,-89.69621711
STERLING-MA.GOV,City,Non-Federal Agency,Sterling,MA,42.43758948,-71.76062868
STERLINGHEIGHTSMI.GOV,City,Non-Federal Agency,Sterling Heights,MI,42.58030782,-83.03019814
STJOHNSAZ.GOV,City,Non-Federal Agency,St. Johns,AZ,34.50586882,-109.3609256
STLOUIS-MO.GOV,City,Non-Federal Agency,St. Louis,MO,38.6272691,-90.19788659
STLUCIECO.GOV,City,Non-Federal Agency,Ft. Pierce,FL,27.44670624,-80.32560964
STMARYSGA.GOV,City,Non-Federal Agency,ST. MARYS,GA,30.73050584,-81.5464863
STMARYSPA.GOV,City,Non-Federal Agency,St. Marys,PA,41.42783858,-78.56085724
STMATTHEWSKY.GOV,City,Non-Federal Agency,Louisville,KY,38.2542387,-85.75940845
STOCKBRIDGEGA.GOV,City,Non-Federal Agency,Stockbridge,GA,33.54427715,-84.23380983
STOCKTONCA.GOV,City,Non-Federal Agency,Stockton,CA,37.95769702,-121.29078
STONEHAM-MA.GOV,City,Non-Federal Agency,Stoneham,MA,42.48009721,-71.09949784
STONINGTON-CT.GOV,City,Non-Federal Agency,Stonington,CT,41.33592974,-71.90589828
STPAUL.GOV,City,Non-Federal Agency,Saint Paul,MN,44.94440703,-93.09326716
STPETE-FL.GOV,City,Non-Federal Agency,St. Petersburg,FL,27.77085748,-82.67926978
STRATHAMNH.GOV,City,Non-Federal Agency,Stratham,NH,43.02397745,-70.91366883
STURGIS-SD.GOV,City,Non-Federal Agency,Sturgis,SD,44.40970598,-103.5090779
STURGISMI.GOV,City,Non-Federal Agency,Sturgis,MI,41.79921763,-85.41914865
STURTEVANT-WI.GOV,City,Non-Federal Agency,Sturtevant,WI,42.69806687,-87.89451849
SUDBURY-MA.GOV,City,Non-Federal Agency,Sudbury,MA,42.38342779,-71.41616624
SUFFOLK-VA.GOV,City,Non-Federal Agency,Suffolk,VA,36.72820812,-76.5835572
SUGARCITYIDAHO.GOV,City,Non-Federal Agency,Sugar City,ID,43.87296661,-111.7482968
SUGARGROVEIL.GOV,City,Non-Federal Agency,Sugar Grove,IL,41.76141648,-88.44368576
SUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,29.61967592,-95.63494762
SUMMERVILLESC.GOV,City,Non-Federal Agency,Summerville,SC,33.01849881,-80.17564694
SUMNERWA.GOV,City,Non-Federal Agency,Sumner,WA,47.20315709,-122.2403982
SUMTERSC.GOV,City,Non-Federal Agency,Sumter,SC,33.92043927,-80.34146623
SUNLANDPARK-NM.GOV,City,Non-Federal Agency,Sunland Park,NM,31.79649725,-106.5799879
SUNNYSIDE-WA.GOV,City,Non-Federal Agency,Sunnyside,WA,46.32373713,-120.0086457
SUNRISEBEACH-MO.GOV,City,Non-Federal Agency,Sunrise Beach,MO,38.17585566,-92.78435607
SUNSETBEACHNC.GOV,City,Non-Federal Agency,Sunset Beach,NC,33.8807258,-78.51222555
SUPERIORAZ.GOV,City,Non-Federal Agency,Superior,AZ,33.29393737,-111.0962281
SUPERIORCOLORADO.GOV,City,Non-Federal Agency,Superior,CO,39.95275698,-105.1685981
SURFCITYNC.GOV,City,Non-Federal Agency,Surf City,NC,34.42710781,-77.54607579
SURGOINSVILLETN.GOV,City,Non-Federal Agency,Surgoinsville,TN,36.47092995,-82.85182947
SURPRISEAZ.GOV,City,Non-Federal Agency,Surprise,AZ,33.6305885,-112.3332179
SUTTON-NH.GOV,City,Non-Federal Agency,Sutton,NH,43.33423841,-71.95146574
SYLACAUGAAL.GOV,City,Non-Federal Agency,Sylacauga,AL,33.17316809,-86.25163777
SYRACUSEKS.GOV,City,Non-Federal Agency,Syracuse,KS,37.98056849,-101.7526677
TACOMAWA.GOV,City,Non-Federal Agency,Tacoma,WA,47.25287768,-122.4442886
TALLAPOOSAGA.GOV,City,Non-Federal Agency,Tallapoosa,GA,33.74454988,-85.28800778
TALLASSEE-AL.GOV,City,Non-Federal Agency,Millbrook,AL,32.47985611,-86.36191849
TALLULAH-LA.GOV,City,Non-Federal Agency,Tallulah,LA,32.40847894,-91.18677734
TALLULAHFALLSGA.GOV,City,Non-Federal Agency,Tallulah Falls,GA,34.73064638,-83.39432833
TAMPAFL.GOV,City,Non-Federal Agency,Tampa,FL,27.9475163,-82.45842938
TAPPAHANNOCK-VA.GOV,City,Non-Federal Agency,Tappahannock,VA,37.92540788,-76.85912625
TAUNTON-MA.GOV,City,Non-Federal Agency,Taunton,MA,41.90009868,-71.08976971
TAYLORMILLKY.GOV,City,Non-Federal Agency,Taylor Mill,KY,38.99755924,-84.49632554
TAYLORSVILLEUT.GOV,City,Non-Federal Agency,Taylorsville ,UT,40.66771654,-111.9388278
TAYLORTX.GOV,City,Non-Federal Agency,Taylor,TX,30.57075652,-97.40943715
TEANECKNJ.GOV,City,Non-Federal Agency,Teaneck,NJ,40.89759664,-74.01596804
TEGACAYSC.GOV,City,Non-Federal Agency,Tega Cay,SC,35.02430832,-81.02784882
TELLURIDE-CO.GOV,City,Non-Federal Agency,Telluride,CO,37.93748931,-107.812289
TEMECULACA.GOV,City,Non-Federal Agency,Temecula,CA,33.49363865,-117.1483576
TEMPE.GOV,City,Non-Federal Agency,Tempe,AZ,33.41476965,-111.909306
TEMPLETX.GOV,City,Non-Federal Agency,Temple,TX,31.09822671,-97.34277557
TENNILLE-GA.GOV,City,Non-Federal Agency,Tennille,GA,32.93598963,-82.81152654
THECOLONYTX.GOV,City,Non-Federal Agency,The Colony,TX,33.08900755,-96.88638557
THEWOODLANDS-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,30.15798565,-95.48937654
THEWOODLANDSTOWNSHIP-TX.GOV,City,Non-Federal Agency,The Woodlands,TX,30.15798565,-95.48937654
THOMASVILLE-NC.GOV,City,Non-Federal Agency,Thomasville,NC,35.88263865,-80.08198776
THORNEBAY-AK.GOV,City,Non-Federal Agency,Thorne Bay,AK,55.68777969,-132.5222198
TIFFINOHIO.GOV,City,Non-Federal Agency,Tiffin,OH,41.11449989,-83.17796953
TIGARD-OR.GOV,City,Non-Federal Agency,Tigard,OR,45.43122783,-122.7714861
TILLAMOOKOR.GOV,City,Non-Federal Agency,Tillamook,OR,45.45621861,-123.8440064
TIOGATX.GOV,City,Non-Federal Agency,Tioga,TX,33.46677603,-96.91833723
TIPPCITYOHIO.GOV,City,Non-Federal Agency,Tipp City,OH,39.95838598,-84.1721563
TISBURYMA.GOV,City,Non-Federal Agency,Tisbury,MA,41.38121822,-70.67446556
TOBYHANNATWPPA.GOV,City,Non-Federal Agency,Pocono Pines,PA,41.10674708,-75.4543464
TOLLAND-MA.GOV,City,Non-Federal Agency,Tolland,MA,42.08119861,-73.01204863
TOMBALLTX.GOV,City,Non-Federal Agency,Tomball,TX,30.09715554,-95.6160493
TOMPKINSVILLEKY.GOV,City,Non-Federal Agency,Tompkinsville,KY,36.70227692,-85.69163997
TONTITOWNAR.GOV,City,Non-Federal Agency,Tontitown,AR,36.17785746,-94.23353798
TOPSFIELD-MA.GOV,City,Non-Federal Agency,Topsfield,MA,42.63758773,-70.94949915
TORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA,33.83584678,-118.3406258
TORREYUTAH.GOV,City,Non-Federal Agency,Torrey,UT,38.29886574,-111.41907
TORRINGTON-CT.GOV,City,Non-Federal Agency,Torrington,CT,41.8006485,-73.12121794
TORRINGTONWY.GOV,City,Non-Federal Agency,Torrington,WY,42.06245777,-104.184387
TOWERLAKES-IL.GOV,City,Non-Federal Agency,Tower Lakes,IL,42.23196673,-88.15201714
TOWNOFBETHLEHEM-NY.GOV,City,Non-Federal Agency,Delmar,NY,42.62201911,-73.83261831
